state,county,beneficiaries_with_part_a_and_part_b,ffs_beneficiaries,ma_beneficiaries,ma_participation_rate,average_age,percent_female,percent_male,percent_non-hispanic_white,percent_african_american,percent_hispanic,percent_other/unknown,percent_eligible_for_medicaid
NC,Moore,"24,094","17,354","6,740",27.97,74,55.08,44.92,85.58,10.99,0.89,2.54,14.18
NC,Nash,"19,592","15,399","4,193",21.4,70,56.68,43.32,62.07,35.71,0.91,1.31,27.18
NC,New Hanover,"40,492","32,937","7,555",18.66,71,55.4,44.6,82.18,14.28,1.09,2.45,16.68
NC,Northampton,"5,234","4,276",958,18.3,70,55.24,44.76,45.7,53.2,0.35,0.75,32.6
NC,Onslow,"21,597","18,408","3,189",14.77,69,53.91,46.09,77.41,16.87,2.64,3.08,20.11
NC,Orange,"18,635","11,347","7,288",39.11,71,55.38,44.62,80.36,12.39,1.68,5.57,14.96
NC,Pamlico,"3,767","3,278",489,12.98,72,51.16,48.84,80.05,17.36,0.37,2.23,15.34
NC,Pasquotank,"7,738","6,593","1,145",14.8,71,55.6,44.4,64.23,32.81,0.68,2.28,23.87
NC,Pender,"11,499","9,197","2,302",20.02,70,53.06,46.94,78.35,18.97,1.07,1.61,21.06
NC,Perquimans,"3,607","3,142",465,12.89,72,53.15,46.85,79.92,17.85,0.35,1.88,18.2
NC,Person,"8,504","5,229","3,275",38.51,70,56.01,43.99,73.7,23.69,0.8,1.8,24.9
NC,Pitt,"26,234","21,373","4,861",18.53,69,55.89,44.11,59.62,37.5,1.1,1.78,29.12
NC,Polk,"5,956","4,610","1,346",22.6,74,55.16,44.84,93.97,3.04,1.0,2.0,12.84
NC,Randolph,"28,325","12,052","16,273",57.45,70,53.63,46.37,90.93,5.29,1.79,1.99,23.51
NC,Richmond,"10,461","8,637","1,824",17.44,69,55.2,44.8,69.23,28.42,0.64,1.71,32.13
NC,Robeson,"23,153","17,315","5,838",25.21,68,55.19,44.81,44.98,26.49,1.04,27.5,43.11
NC,Rockingham,"21,765","9,617","12,148",55.81,69,54.25,45.75,81.15,16.4,0.94,1.52,26.8
NC,Rowan,"28,559","15,986","12,573",44.02,71,54.75,45.25,84.59,12.02,1.35,2.04,21.88
NC,Rutherford,"15,776","12,175","3,601",22.83,70,54.73,45.27,89.25,8.69,0.74,1.32,25.1
NC,Sampson,"12,335","9,247","3,088",25.03,70,55.63,44.37,65.04,30.09,2.45,2.42,30.95
NC,Scotland,"8,262","6,382","1,880",22.75,68,56.05,43.95,57.88,34.11,0.5,7.51,34.39
NC,Stanly,"13,147","9,115","4,032",30.67,71,55.0,45.0,88.71,8.95,0.48,1.85,23.96
NC,Stokes,"10,053","3,792","6,261",62.28,69,55.06,44.94,93.3,4.11,1.11,1.48,24.79
NC,Surry,"17,225","8,972","8,253",47.91,70,56.26,43.74,92.69,4.69,1.36,1.26,33.74
NC,Swain,"3,615","3,051",564,15.6,70,54.67,45.33,66.96,0.46,0.75,31.83,27.01
NC,Transylvania,"9,614","6,985","2,629",27.35,73,54.23,45.77,95.25,2.1,0.56,2.09,14.6
NC,Tyrrell,797,691,106,13.3,71,53.55,46.45,0.0,0.0,0.0,0.0,32.71
NC,UNKNOWN,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,Union,"28,806","19,735","9,071",31.49,72,55.69,44.31,83.68,11.26,2.28,2.78,14.65
NC,Vance,"9,940","6,630","3,310",33.3,68,55.06,44.94,52.01,46.09,0.8,1.1,39.76
NC,Wake,"119,438","76,889","42,549",35.62,71,56.17,43.83,75.42,17.28,2.2,5.1,14.33
NC,Warren,"4,491","3,187","1,304",29.04,70,53.12,46.88,42.64,53.0,0.5,3.86,39.16
NC,Washington,"3,273","2,810",463,14.15,70,54.63,45.37,55.16,43.2,0.5,1.14,29.4
NC,Watauga,"8,360","5,851","2,509",30.01,72,52.85,47.15,95.86,0.97,0.62,2.55,18.08
NC,Wayne,"22,597","17,897","4,700",20.8,69,55.75,44.25,64.64,32.23,1.4,1.73,29.56
NC,Wilkes,"16,956","9,246","7,710",45.47,70,55.04,44.96,94.69,3.4,0.98,0.93,26.39
NC,Wilson,"17,534","14,587","2,947",16.81,70,55.49,44.51,61.76,35.66,1.12,1.47,28.13
NC,Yadkin,"8,368","3,524","4,844",57.89,70,54.14,45.86,93.84,3.58,1.14,1.45,25.0
NC,Yancey,"5,225","3,745","1,480",28.33,71,55.43,44.57,97.78,0.53,0.43,1.26,23.9
ND,Adams,625,526,99,15.84,75,53.99,46.01,0.0,0.0,0.0,0.0,12.74
ND,Barnes,"2,399","1,880",519,21.63,74,55.11,44.89,0.0,0.0,0.0,0.0,15.16
ND,Benson,940,844,96,10.21,71,49.64,50.36,0.0,0.0,0.0,0.0,23.7
ND,Billings,153,138,15,9.8,74,44.93,55.07,0.0,0.0,0.0,0.0,0.0
ND,Bottineau,"1,561","1,521",40,2.56,74,54.24,45.76,0.0,0.0,0.0,0.0,11.97
ND,Bowman,665,566,99,14.89,75,52.83,47.17,98.06,0.0,0.0,1.94,12.54
ND,Burke,446,435,11,2.47,75,54.48,45.52,0.0,0.0,0.0,0.0,5.06
ND,Burleigh,"14,700","10,487","4,213",28.66,73,55.62,44.38,95.94,0.23,0.44,3.39,14.27
ND,Cass,"20,448","15,233","5,215",25.5,72,55.74,44.26,94.51,0.83,0.83,3.83,17.75
ND,Cavalier,"1,010",863,147,14.55,76,55.04,44.96,97.22,0.0,0.0,2.78,8.46
ND,Dickey,"1,063",889,174,16.37,75,53.77,46.23,0.0,0.0,0.0,0.0,14.29
ND,Divide,0,493,0,0.0,75,50.1,49.9,0.0,0.0,0.0,0.0,10.14
ND,Dunn,614,482,132,21.5,73,53.53,46.47,0.0,0.0,0.0,0.0,11.2
ND,Eddy,578,481,97,16.78,74,54.89,45.11,0.0,0.0,0.0,0.0,19.75
ND,Emmons,933,617,316,33.87,74,52.51,47.49,0.0,0.0,0.0,0.0,13.94
ND,Foster,742,577,165,22.24,76,56.67,43.33,0.0,0.0,0.0,0.0,12.82
ND,Golden Valley,0,360,0,0.0,75,56.94,43.06,0.0,0.0,0.0,0.0,9.72
ND,Grand Forks,"8,996","7,244","1,752",19.48,72,54.6,45.4,94.17,0.95,1.06,3.81,16.63
ND,Grant,649,451,198,30.51,74,52.55,47.45,0.0,0.0,0.0,0.0,12.42
ND,Griggs,661,537,124,18.76,75,52.33,47.67,97.95,0.0,0.0,2.05,12.1
ND,Hettinger,623,473,150,24.08,74,54.33,45.67,97.67,0.0,0.0,2.33,8.25
ND,Kidder,570,328,242,42.46,74,50.61,49.39,0.0,0.0,0.0,0.0,16.77
ND,LaMoure,958,698,260,27.14,76,53.87,46.13,0.0,0.0,0.0,0.0,8.88
ND,Logan,521,337,184,35.32,76,51.34,48.66,0.0,0.0,0.0,0.0,16.62
ND,McHenry,"1,218",976,242,19.87,73,52.25,47.75,0.0,0.0,0.0,0.0,13.32
ND,McIntosh,867,591,276,31.83,76,56.68,43.32,0.0,0.0,0.0,0.0,16.07
ND,McKenzie,966,949,17,1.76,73,53.0,47.0,0.0,0.0,0.0,0.0,7.06
ND,McLean,"2,228","1,743",485,21.77,73,51.41,48.59,0.0,0.0,0.0,0.0,10.73
ND,Mercer,"1,623","1,257",366,22.55,73,52.35,47.65,0.0,0.0,0.0,0.0,11.93
ND,Morton,"5,237","3,545","1,692",32.31,72,54.75,45.25,0.0,0.0,0.0,0.0,18.17
ND,Mountrail,"1,252","1,234",18,1.44,73,52.03,47.97,0.0,0.0,0.0,0.0,8.75
ND,Nelson,911,825,86,9.44,76,53.94,46.06,0.0,0.0,0.0,0.0,13.7
ND,Oliver,392,283,109,27.81,71,50.18,49.82,0.0,0.0,0.0,0.0,9.89
ND,Pembina,"1,633","1,350",283,17.33,74,50.3,49.7,0.0,0.0,0.0,0.0,10.96
ND,Pierce,992,645,347,34.98,74,53.8,46.2,0.0,0.0,0.0,0.0,14.11
ND,Ramsey,"2,339","2,164",175,7.48,73,53.28,46.72,0.0,0.0,0.0,0.0,20.19
ND,Ransom,"1,130",973,157,13.89,75,52.93,47.07,0.0,0.0,0.0,0.0,13.05
ND,Renville,0,503,0,0.0,74,51.09,48.91,0.0,0.0,0.0,0.0,9.94
ND,Richland,"2,853","2,033",820,28.74,74,52.98,47.02,0.0,0.0,0.0,0.0,15.1
ND,Rolette,"1,667","1,587",80,4.8,68,51.8,48.2,0.0,0.0,0.0,0.0,34.53
ND,Sargent,844,760,84,9.95,74,50.92,49.08,0.0,0.0,0.0,0.0,7.37
ND,Sheridan,400,312,88,22.0,75,50.96,49.04,0.0,0.0,0.0,0.0,12.5
ND,Sioux,357,323,34,9.52,67,55.73,44.27,0.0,0.0,0.0,0.0,33.75
ND,Slope,149,122,27,18.12,75,52.46,47.54,0.0,0.0,0.0,0.0,11.48
ND,Stark,"4,157","3,240",917,22.06,73,56.2,43.8,97.22,0.34,0.56,1.88,15.99
ND,Steele,427,355,72,16.86,74,51.83,48.17,0.0,0.0,0.0,0.0,6.2
ND,Stutsman,"4,350","2,866","1,484",34.11,72,54.22,45.78,0.0,0.0,0.0,0.0,25.26
ND,Towner,586,561,25,4.27,75,52.76,47.24,0.0,0.0,0.0,0.0,12.83
ND,Traill,"1,540","1,264",276,17.92,75,55.85,44.15,0.0,0.0,0.0,0.0,13.21
ND,UNKNOWN,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,Walsh,"2,417","2,022",395,16.34,73,55.04,44.96,0.0,0.0,0.0,0.0,16.86
ND,Ward,"8,786","7,140","1,646",18.73,73,55.62,44.38,95.15,0.98,0.76,3.11,14.86
ND,Wells,"1,183","1,068",115,9.72,75,54.31,45.69,0.0,0.0,0.0,0.0,13.67
ND,Williams,"3,191","2,867",324,10.15,73,54.03,45.97,0.0,0.0,0.0,0.0,13.85
NE,Adams,"6,256","5,966",290,4.64,72,55.72,44.28,95.09,0.57,1.64,2.7,20.32
NE,Antelope,0,"1,437",0,0.0,75,54.91,45.09,0.0,0.0,0.0,0.0,11.76
NE,Arthur,0,100,0,0.0,75,57.0,43.0,0.0,0.0,0.0,0.0,0.0
NE,Banner,0,176,0,0.0,74,53.98,46.02,0.0,0.0,0.0,0.0,6.82
NE,Blaine,0,115,0,0.0,73,50.43,49.57,100.0,0.0,0.0,0.0,0.0
NE,Boone,"1,177","1,120",57,4.84,76,57.68,42.32,0.0,0.0,0.0,0.0,8.39
NE,Box Butte,"2,102","1,981",121,5.76,73,54.57,45.43,0.0,0.0,0.0,0.0,15.24
NE,Boyd,0,619,0,0.0,74,52.99,47.01,97.42,0.0,0.0,2.58,11.31
NE,Brown,0,735,0,0.0,74,54.56,45.44,0.0,0.0,0.0,0.0,11.16
NE,Buffalo,"7,099","6,414",685,9.65,73,56.59,43.41,95.4,0.25,2.35,2.0,12.13
NE,Burt,"1,635","1,470",165,10.09,75,54.01,45.99,0.0,0.0,0.0,0.0,13.2
NE,Butler,"1,744","1,626",118,6.77,74,55.17,44.83,0.0,0.0,0.0,0.0,11.99
NE,Cass,"4,537","3,841",696,15.34,73,52.98,47.02,0.0,0.0,0.0,0.0,9.19
NE,Cedar,"1,758","1,408",350,19.91,75,54.69,45.31,0.0,0.0,0.0,0.0,9.23
NE,Chase,0,831,0,0.0,76,55.96,44.04,0.0,0.0,0.0,0.0,11.91
NE,Cherry,0,"1,223",0,0.0,74,53.64,46.36,0.0,0.0,0.0,0.0,13.82
NE,Cheyenne,"1,831","1,716",115,6.28,74,55.83,44.17,0.0,0.0,0.0,0.0,14.51
NE,Clay,"1,334","1,323",11,0.82,74,52.68,47.32,0.0,0.0,0.0,0.0,11.11
NE,Colfax,"1,294","1,245",49,3.79,75,54.54,45.46,0.0,0.0,0.0,0.0,12.85
NE,Cuming,"2,037","1,923",114,5.6,76,55.43,44.57,0.0,0.0,0.0,0.0,11.39
NE,Custer,"2,386","2,367",19,0.8,74,55.13,44.87,0.0,0.0,0.0,0.0,11.87
NE,Dakota,"2,892","2,165",727,25.14,72,55.01,44.99,0.0,0.0,0.0,0.0,18.8
NE,Dawes,"1,643","1,430",213,12.96,74,53.71,46.29,0.0,0.0,0.0,0.0,14.27
NE,Dawson,"3,823","3,365",458,11.98,73,54.95,45.05,0.0,0.0,0.0,0.0,15.45
NE,Deuel,0,457,0,0.0,74,54.7,45.3,0.0,0.0,0.0,0.0,13.57
NE,Dixon,"1,051",818,233,22.17,73,52.32,47.68,0.0,0.0,0.0,0.0,10.88
NE,Dodge,"7,679","6,729",950,12.37,73,56.16,43.84,96.34,0.18,1.04,2.44,13.45
NE,Douglas,"74,960","55,375","19,585",26.13,71,56.29,43.71,84.15,9.2,3.06,3.59,17.91
NE,Dundy,0,478,0,0.0,74,54.6,45.4,0.0,0.0,0.0,0.0,11.92
NE,Fillmore,0,"1,453",0,0.0,75,55.75,44.25,0.0,0.0,0.0,0.0,10.67
NE,Franklin,0,824,0,0.0,74,53.88,46.12,0.0,0.0,0.0,0.0,10.8
NE,Frontier,542,526,16,2.95,74,53.8,46.2,0.0,0.0,0.0,0.0,6.65
NE,Furnas,"1,249","1,238",11,0.88,74,55.82,44.18,0.0,0.0,0.0,0.0,13.41
NE,Gage,"5,058","4,614",444,8.78,74,55.64,44.36,97.77,0.24,0.46,1.54,16.17
NE,Garden,598,585,13,2.17,74,52.82,47.18,0.0,0.0,0.0,0.0,14.87
NE,Garfield,485,473,12,2.47,75,54.97,45.03,0.0,0.0,0.0,0.0,11.84
NE,Gosper,493,428,65,13.18,74,53.97,46.03,96.73,0.0,0.0,3.27,9.58
NE,Grant,176,176,0,0.0,74,47.73,52.27,0.0,0.0,0.0,0.0,0.0
NE,Greeley,0,575,0,0.0,75,54.09,45.91,0.0,0.0,0.0,0.0,9.22
NE,Hall,"9,397","8,693",704,7.49,73,55.47,44.53,91.5,0.37,5.72,2.42,15.97
NE,Hamilton,"1,897","1,809",88,4.64,74,55.11,44.89,0.0,0.0,0.0,0.0,10.12
NE,Harlan,0,862,0,0.0,74,50.7,49.3,0.0,0.0,0.0,0.0,11.25
NE,Hayes,190,178,12,6.32,75,51.12,48.88,0.0,0.0,0.0,0.0,10.67
NE,Hitchcock,0,732,0,0.0,74,53.42,46.58,0.0,0.0,0.0,0.0,13.11
NE,Holt,"2,479","2,468",11,0.44,74,55.11,44.89,0.0,0.0,0.0,0.0,15.92
NE,Hooker,0,220,0,0.0,76,55.0,45.0,0.0,0.0,0.0,0.0,7.73
NE,Howard,"1,334","1,320",14,1.05,74,53.64,46.36,0.0,0.0,0.0,0.0,10.68
NE,Jefferson,"1,855","1,703",152,8.19,74,56.72,43.28,0.0,0.0,0.0,0.0,17.44
NE,Johnson,860,822,38,4.42,74,56.2,43.8,0.0,0.0,0.0,0.0,14.6
NE,Kearney,"1,136","1,086",50,4.4,75,56.17,43.83,96.22,0.0,1.93,1.84,10.04
NE,Keith,"2,088","1,896",192,9.2,73,54.32,45.68,0.0,0.0,0.0,0.0,11.92
NE,Keya Paha,0,241,0,0.0,75,54.77,45.23,0.0,0.0,0.0,0.0,8.71
NE,Kimball,910,898,12,1.32,74,54.68,45.32,0.0,0.0,0.0,0.0,13.59
NE,Knox,"2,083","1,852",231,11.09,75,55.51,44.49,0.0,0.0,0.0,0.0,14.69
NE,Lancaster,"41,564","36,195","5,369",12.92,72,56.76,43.24,92.41,2.02,1.78,3.79,15.47
NE,Lincoln,"7,183","5,983","1,200",16.71,72,56.34,43.66,93.9,0.37,3.94,1.79,18.05
NE,Logan,158,145,13,8.23,75,54.48,45.52,0.0,0.0,0.0,0.0,0.0
NE,Loup,0,141,0,0.0,73,50.35,49.65,0.0,0.0,0.0,0.0,9.93
NE,Madison,"6,265","5,406",859,13.71,73,57.31,42.69,94.54,0.7,2.31,2.44,16.39
NE,McPherson,89,72,17,19.1,76,52.78,47.22,0.0,0.0,0.0,0.0,0.0
NE,Merrick,"1,652","1,553",99,5.99,74,53.32,46.68,0.0,0.0,0.0,0.0,13.97
NE,Morrill,918,854,64,6.97,74,52.93,47.07,92.51,0.0,5.39,2.11,18.15
NE,Nance,660,637,23,3.48,75,56.2,43.8,0.0,0.0,0.0,0.0,16.01
NE,Nemaha,0,"1,459",0,0.0,73,56.55,43.45,0.0,0.0,0.0,0.0,17.0
NE,Nuckolls,"1,166","1,127",39,3.34,75,55.72,44.28,0.0,0.0,0.0,0.0,13.84
NE,Otoe,"3,214","2,910",304,9.46,74,56.15,43.85,0.0,0.0,0.0,0.0,12.44
NE,Pawnee,0,626,0,0.0,75,55.75,44.25,0.0,0.0,0.0,0.0,12.62
NE,Perkins,657,636,21,3.2,75,54.56,45.44,0.0,0.0,0.0,0.0,8.02
NE,Phelps,"1,984","1,965",19,0.96,74,56.69,43.31,97.1,0.0,0.92,1.98,13.99
NE,Pierce,"1,324","1,303",21,1.59,74,55.1,44.9,0.0,0.0,0.0,0.0,12.13
NE,Platte,"5,652","5,375",277,4.9,74,56.8,43.2,0.0,0.0,0.0,0.0,11.13
NE,Polk,0,"1,141",0,0.0,74,54.78,45.22,0.0,0.0,0.0,0.0,11.04
NE,Red Willow,"2,323","2,303",20,0.86,74,55.54,44.46,0.0,0.0,0.0,0.0,14.24
NE,Richardson,"2,081","2,058",23,1.11,74,54.66,45.34,0.0,0.0,0.0,0.0,16.03
NE,Rock,224,224,0,0.0,76,56.7,43.3,0.0,0.0,0.0,0.0,11.16
NE,Saline,"2,297","2,264",33,1.44,73,55.21,44.79,0.0,0.0,0.0,0.0,13.38
NE,Sarpy,"21,179","17,321","3,858",18.22,72,55.92,44.08,89.79,3.53,2.72,3.96,9.24
NE,Saunders,"3,806","3,281",525,13.79,73,53.73,46.27,0.0,0.0,0.0,0.0,12.62
NE,Scotts Bluff,"7,559","6,785",774,10.24,72,56.09,43.91,0.0,0.0,0.0,0.0,19.15
NE,Seward,"3,025","2,860",165,5.45,74,55.03,44.97,0.0,0.0,0.0,0.0,11.43
NE,Sheridan,"1,256","1,105",151,12.02,74,53.48,46.52,0.0,0.0,0.0,0.0,10.68
NE,Sherman,759,696,63,8.3,74,55.03,44.97,0.0,0.0,0.0,0.0,11.35
NE,Sioux,0,239,0,0.0,74,53.14,46.86,0.0,0.0,0.0,0.0,9.62
NE,Stanton,878,763,115,13.1,74,54.0,46.0,0.0,0.0,0.0,0.0,10.22
NE,Thayer,"1,302","1,291",11,0.84,75,53.68,46.32,0.0,0.0,0.0,0.0,13.71
NE,Thomas,167,155,12,7.19,74,54.84,45.16,0.0,0.0,0.0,0.0,10.97
NE,Thurston,845,811,34,4.02,73,56.6,43.4,0.0,0.0,0.0,0.0,22.56
NE,UNKNOWN,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,Valley,0,"1,005",0,0.0,74,53.53,46.47,0.0,0.0,0.0,0.0,14.73
NE,Washington,"3,684","3,045",639,17.35,73,54.78,45.22,0.0,0.0,0.0,0.0,9.72
NE,Wayne,"1,386","1,231",155,11.18,75,54.67,45.33,0.0,0.0,0.0,0.0,10.56
NE,Webster,0,914,0,0.0,74,55.25,44.75,0.0,0.0,0.0,0.0,17.29
NE,Wheeler,0,143,0,0.0,75,53.85,46.15,0.0,0.0,0.0,0.0,10.49
NE,York,"2,872","2,849",23,0.8,74,54.69,45.31,0.0,0.0,0.0,0.0,12.92
NH,Belknap,"15,266","13,872","1,394",9.13,71,53.78,46.22,96.11,0.25,0.49,3.15,14.97
NH,Carroll,"13,519","12,543",976,7.22,72,51.83,48.17,96.45,0.16,0.46,2.93,11.74
NH,Cheshire,"15,768","14,271","1,497",9.49,71,54.3,45.7,95.78,0.26,0.55,3.41,16.66
NH,Coos,"9,120","8,977",143,1.57,70,52.16,47.84,96.96,0.17,0.42,2.45,24.27
NH,Grafton,"17,942","16,371","1,571",8.76,72,54.03,45.97,95.93,0.24,0.55,3.28,13.49
NH,Hillsborough,"65,765","57,657","8,108",12.33,71,56.14,43.86,93.18,1.0,2.36,3.45,17.01
NH,Merrimack,"28,653","25,947","2,706",9.44,71,55.54,44.46,95.8,0.38,0.75,3.08,17.64
NH,Rockingham,"53,721","47,788","5,933",11.04,72,55.3,44.7,95.38,0.51,0.87,3.24,10.58
NH,Strafford,"21,486","19,789","1,697",7.9,70,55.54,44.46,95.46,0.76,0.66,3.12,18.32
NH,Sullivan,"9,277","9,037",240,2.59,70,54.82,45.18,96.47,0.19,0.37,2.98,18.42
NH,UNKNOWN,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NJ,Atlantic,"49,446","43,124","6,322",12.79,72,55.77,44.23,76.1,12.61,6.54,4.75,15.92
NJ,Bergen,"147,030","121,110","25,920",17.63,75,57.78,42.22,78.96,4.47,6.91,9.66,12.39
NJ,Burlington,"77,001","61,824","15,177",19.71,72,57.02,42.98,78.04,14.64,2.72,4.6,11.64
NJ,Camden,"83,188","65,368","17,820",21.42,71,56.7,43.3,70.78,16.2,8.02,5.01,21.13
NJ,Cape May,"25,401","22,727","2,674",10.53,73,55.11,44.89,92.8,3.35,1.66,2.19,11.98
NJ,Cumberland,"25,839","21,632","4,207",16.28,70,56.17,43.83,69.11,14.89,13.75,2.25,24.09
NJ,Essex,"102,595","72,928","29,667",28.92,72,58.31,41.69,51.83,32.47,10.18,5.52,20.94
NJ,Gloucester,"47,773","38,374","9,399",19.67,71,56.69,43.31,85.07,9.53,2.42,2.98,14.17
NJ,Hudson,"70,510","48,979","21,531",30.54,72,57.75,42.25,46.36,11.04,33.63,8.97,31.26
NJ,Hunterdon,"21,334","18,629","2,705",12.68,73,54.55,45.45,91.96,1.28,2.13,4.63,9.5
NJ,Mercer,"57,341","46,628","10,713",18.68,72,57.25,42.75,70.21,17.84,5.42,6.53,19.45
NJ,Middlesex,"114,664","92,237","22,427",19.56,73,57.07,42.93,72.64,7.31,8.42,11.64,15.05
NJ,Monmouth,"107,698","91,153","16,545",15.36,73,56.73,43.27,85.13,6.34,3.28,5.24,11.17
NJ,Morris,"77,212","66,508","10,704",13.86,74,57.36,42.64,85.53,2.56,4.34,7.57,9.65
NJ,Ocean,"141,416","113,416","28,000",19.8,74,57.6,42.4,92.99,1.76,2.73,2.51,8.66
NJ,Passaic,"71,319","53,291","18,028",25.28,73,57.42,42.58,69.02,9.11,16.75,5.12,20.89
NJ,Salem,"13,118","11,449","1,669",12.72,72,55.15,44.85,81.87,13.36,2.83,1.94,16.96
NJ,Somerset,"46,225","40,119","6,106",13.21,74,57.53,42.47,77.77,7.24,4.7,10.29,11.58
NJ,Sussex,"24,437","21,610","2,827",11.57,71,54.29,45.71,92.4,1.19,2.82,3.59,10.19
NJ,UNKNOWN,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NJ,Union,"74,998","56,300","18,698",24.93,73,57.71,42.29,63.91,19.18,11.67,5.24,14.9
NJ,Warren,"19,549","17,332","2,217",11.34,73,56.47,43.53,91.82,2.08,2.69,3.42,11.93
NM,Bernalillo,"107,409","47,004","60,405",56.24,69,52.91,47.09,61.33,2.93,29.21,6.52,25.55
NM,Catron,"1,228","1,020",208,16.94,72,46.47,53.53,0.0,0.0,0.0,0.0,19.22
NM,Chaves,"11,290","9,528","1,762",15.61,71,53.6,46.4,65.19,1.57,31.55,1.69,31.31
NM,Cibola,"4,105","3,254",851,20.73,70,52.98,47.02,36.51,1.11,29.29,33.1,33.71
NM,Colfax,"3,257","2,663",594,18.24,71,51.71,48.29,0.0,0.0,0.0,0.0,24.41
NM,Curry,"6,915","6,166",749,10.83,71,54.33,45.67,67.47,4.9,24.96,2.68,28.75
NM,De Baca,503,469,34,6.76,72,50.75,49.25,0.0,0.0,0.0,0.0,27.93
NM,Dona Ana,"34,702","21,683","13,019",37.52,72,51.76,48.24,59.46,1.36,36.85,2.33,21.79
NM,Eddy,"9,180","8,496",684,7.45,71,53.68,46.32,64.55,1.45,32.31,1.69,26.45
NM,Grant,"7,752","5,746","2,006",25.88,72,50.57,49.43,66.29,0.35,31.19,2.18,17.47
NM,Guadalupe,932,764,168,18.03,70,49.61,50.39,0.0,0.0,0.0,0.0,46.07
NM,Harding,192,172,20,10.42,74,51.16,48.84,0.0,0.0,0.0,0.0,15.7
NM,Hidalgo,"1,045",733,312,29.86,72,46.11,53.89,59.89,0.0,38.34,1.77,22.65
NM,Lea,"8,111","7,785",326,4.02,71,53.85,46.15,62.99,4.06,31.28,1.67,31.33
NM,Lincoln,"5,333","4,126","1,207",22.63,72,51.87,48.13,82.99,0.32,13.98,2.71,18.1
NM,Los Alamos,"2,946","2,677",269,9.13,74,53.19,46.81,86.7,0.45,8.18,4.67,5.27
NM,Luna,"6,063","3,683","2,380",39.25,72,47.95,52.05,64.65,0.76,32.77,1.82,27.64
NM,McKinley,"8,310","7,300","1,010",12.15,69,53.88,46.12,17.79,0.49,10.62,71.1,47.82
NM,Mora,"1,261","1,017",244,19.35,69,49.56,50.44,0.0,0.0,0.0,0.0,39.04
NM,Otero,"11,546","9,162","2,384",20.65,71,51.84,48.16,72.93,2.93,18.55,5.59,20.63
NM,Quay,"2,364","2,182",182,7.7,71,52.7,47.3,66.22,0.73,30.52,2.52,30.52
NM,Rio Arriba,"8,245","5,791","2,454",29.76,69,50.7,49.3,24.59,0.33,64.43,10.65,33.57
NM,Roosevelt,"2,731","2,609",122,4.47,72,53.16,46.84,74.63,0.54,23.34,1.49,29.13
NM,San Juan,"17,547","16,549",998,5.69,71,53.63,46.37,59.15,0.4,11.02,29.43,27.67
NM,San Miguel,"6,091","4,560","1,531",25.14,69,51.8,48.2,0.0,0.0,0.0,0.0,38.97
NM,Sandoval,"24,040","11,499","12,541",52.17,70,52.75,47.25,63.6,2.05,19.35,15.0,20.39
NM,Santa Fe,"32,226","21,399","10,827",33.6,71,53.79,46.21,68.98,0.65,25.29,5.08,13.98
NM,Sierra,"4,018","2,629","1,389",34.57,72,48.35,51.65,84.67,0.61,12.44,2.28,23.81
NM,Socorro,"3,175","2,351",824,25.95,69,49.55,50.45,47.13,0.6,41.64,10.63,40.79
NM,Taos,"8,216","6,200","2,016",24.54,70,53.34,46.66,50.35,0.31,42.74,6.6,30.9
NM,Torrance,"3,078","1,526","1,552",50.42,67,47.84,52.16,69.86,0.72,26.28,3.15,39.19
NM,UNKNOWN,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM,Union,901,866,35,3.88,72,54.73,45.27,0.0,0.0,0.0,0.0,24.02
NM,Valencia,"13,684","5,961","7,723",56.44,68,48.92,51.08,53.56,1.64,37.07,7.72,29.51
NV,Carson City,"11,890","10,400","1,490",12.53,73,54.65,45.35,89.31,0.55,5.95,4.19,15.45
NV,Churchill,"4,990","4,443",547,10.96,71,51.88,48.12,86.7,0.86,4.25,8.19,15.01
NV,Clark,"291,804","160,971","130,833",44.84,70,52.55,47.45,68.21,10.68,10.86,10.24,19.51
NV,Douglas,"13,079","11,465","1,614",12.34,73,50.53,49.47,91.59,0.29,3.93,4.19,6.39
NV,Elko,"5,252","5,126",126,2.4,71,51.99,48.01,80.84,0.49,10.44,8.23,14.92
NV,Esmeralda,230,205,25,10.87,73,47.8,52.2,0.0,0.0,0.0,0.0,13.17
NV,Eureka,0,273,0,0.0,71,50.92,49.08,0.0,0.0,0.0,0.0,12.09
NV,Humboldt,"2,264","2,194",70,3.09,71,50.27,49.73,0.0,0.0,0.0,0.0,15.54
NV,Lander,765,754,11,1.44,72,52.25,47.75,82.36,0.0,9.68,7.96,15.38
NV,Lincoln,"1,041",954,87,8.36,72,49.79,50.21,0.0,0.0,0.0,0.0,13.31
NV,Lyon,"12,244","9,295","2,949",24.09,71,50.69,49.31,89.64,0.52,5.41,4.43,13.66
